,Funding Orgs
1337,"Research Institute at the King Fahd University of Petroleum & Minerals, Dhahran, Saudi Arabia"
1338,"Research Institute of King Fahd University of Petroleum & Minerals (KFUPM), Dhahran, Saudi Arabia; Saudi Aramco Chair at KFUPM"
1339,"Research Institute of the King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia"
1340,"Research Institute, King Fahd University of Petroleum & Minerals, Dhahran, Saudi Arabia"
1341,"Royal Commission for Jubail, Saudi Arabia"
1342,RSFRussian Science Foundation (RSF) [14-41-00039]
1343,SABIC
1344,SABIC (Saudi Arabian Basic Industries Corporation) [SB101011]; SABIC [SB101011]; ITC Department at KFUPM
1345,SABIC [SB141004]
1346,SABIC [SB141004]; King Fahd University of Petroleum and Minerals (KFUPM); KFUPM
1347,SABIC Company
1348,SABIC for Center of Research Excellence in Nanotechnology at King Fand University of Petroleum and Minerals (KFUPM)
1349,Santander
1350,"SASOL-INZALO Foundation of South Africa; National Research Foundation (NRF) of South AfricaNational Research Foundation - South Africa; North-West University (Mafikeng Campus), South Africa; National Research Foundation from Republic of South Africa [107431]"
1351,Saudi Arabian Basic Industries Corporation (SABIC) [ME 002394]; DSR of King Fahd University of Petroleum and Minerals (KFUPM) [DF181017]; King Abdullah City for Atomic and Renewable Energy (K.A.CARE)
1352,Saudi Arabian Oil Company (Saudi Aramco); Electrical Engineering Department at King Fahd University of Petroleum & Minerals (KFUPM)
1353,"Saudi Arabian Oil Company [CEW02374, CEW02375]"
1354,Saudi Aramco
1355,Saudi Aramco [6510895769]
1356,Saudi Aramco [6600011900]; Oil Upgrading theme at King Fand University of Petroleum and Minerals
1357,Saudi Aramco [CHEM2432]; Chemistry Department at King Fahd University of Petroleum & Minerals (KFUPM)
1358,Saudi Aramco [CIPR 2330]; King Fand University of Petroleum & Minerals (KFUPM)
1359,Saudi ARAMCO [CIPR-2316]
1360,Saudi Aramco [CIPR-2323]
1361,Saudi Aramco [CIPR2317]
1362,Saudi Aramco [CIPR2317]; college of Petroleum and Geoscience at King Fahd University of Petroleum Minerals
1363,Saudi Aramco [CIPR2321]
1364,Saudi Aramco [ORCP2390]
1365,Saudi Aramco [ORCP2390]; Kavli Foundation through the Kavli Energy NanoScience Institute Philomathia graduate student fellowship; Philomathia Center
1366,"Saudi Aramco [ORCP2390]; King Abdulaziz City for Science and Technology, National Science, Technology, and Innovation Plan [15-NAN4601-04]"
1367,Saudi Aramco [PN CRP02253]
1368,Saudi Aramco and King Fahd University of Petroleum and Minerals [CSSP2370]
1369,Saudi Aramco as part of the Oil Upgrading theme at King Fahd University of Petroleum and Minerals [6600011900]
1370,Saudi Aramco as part of the Oil Upgrading theme at King Fahd University of Petroleum and Minerals [6600011900]; Saudi Aramco on Oil Upgrading
1371,Saudi Aramco as part of the Oil Upgrading theme at King Fahd University of Petroleum and Minerals; Saudi Aramco on Oil Upgrading
1372,Saudi Aramco Chair Programme [ORCP2390]
1373,Saudi Aramco Company [6600011900]
1374,"Saudi Aramco Oil Co. (Dhahran, Saudi Arabia) [CEW02377]"
1375,Saudi Aramco Oil Company
1376,Saudi Aramco Oil Company [CEW2374]
1377,Saudi Aramco on robust zeolite catalysts
1378,Saudi ARAMCO Project [EE002446]
1379,Saudi Aramco through Oil Upgrading theme at King Fahd University of Petroleum and Minerals [6600011900]; Saudi Aramco on Oil Upgrading
1380,"Saudi Aramco, Dhahran, Saudi Arabia [CER02386]"
1381,"Saudi Aramco, Oil Upgrading team at Centre for Nanotechnology [6600011900]; King Fand University of Petroleum and Minerals"
1382,"Saudi Aramco, Saudi Arabia [6600011900]"
1383,"Saudi Aramco, through KFUPM Project [ORCP2390]; King Abdullah University of Science & Technology (KAUST) in Thuwal, Saudi Arabia [k1276]"
1384,Saudi Aramco; CO<INF>2</INF> Capture and Utilization Chair Program [ORCP2390]
1385,Saudi Aramco; EXPEC Advanced Research Center
1386,"Saudi Aramco; EXPEC Advanced Research Center, Dhahran, Saudi Arabia [CHEM 2414]; CRPO [6510847776]"
1387,Saudi Aramco; King Fahd University of Petroleum and Minerals [CHEM2433]
1388,Saudi Aramco; Saudi Aramco on Oil Upgrading
1389,"Saudi Center for Theoretical Physics (SCTP) [RG1502-1, RG1502-2]; Flemish Science Foundation (FWO-Vl)FWO"
1390,"Saudi Center for Theoretical Physics (SCTP); KFUPM under physics research group [RG1502-1, RG1502-2]; Flemish Science Foundation (FWO-Vl)FWO"
1391,"Saudi Electricity Company (SEC), Dammam, Saudi Arabia; King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia"
1392,"School of Mechanical Engineering, Chung Ang University, Republic of Korea; Department of Mechanical Engineering, University of Central Punjab, Pakistan"
1393,"Science and Engineering Research Board, Department of Science and Technology, Government of India [ECR/2017/000060, ECR/2016/000827]; Deanship of Scientific Research (DSR) at King Fand University of Petroleum & Minerals (KFUPM) [IN131005]"
1394,"Science and Engineering Research Board, Department of Science and Technology, Government of India [ECR/2017/000060]; Deanship of Scientific Research (DSR) at King Fahd University of Petroleum & Minerals (KFUPM) [IN131005]"
1395,Science and Technology (KACST; King Abdulaziz City) through the Science and Technology Unit at King Fahd University of Petroleum and Minerals (KFUPM) [10-ADV1366-04]
1396,"Science and Technology Development Fund (STDF, GERF III) [5064]; Deanship of Scientific Research (DSR) at King Fand University of Petroleum & Minerals (KFUPM) [SR161020]"
1397,"Science and Technology Unit, King Abdulaziz City for Science and Technology through the National Plan for Science, Technology, and Innovation (MAARIFAH); King Fahd University of Petroleum and Minerals (KFUPM), Saudi Arabia [12-ELE2381-04]"
1398,"Science Technology Unit at KFUPM through King Abdulaziz City for Science and Technology (KACST) under National Science, Technology and Innovation Plan (NSTIP) [13-MAT1847-04]"
1399,scientific and technological council of TurkeyTurkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK) [TUBITAK-2216]; Turkish Academy of SciencesTurkish Academy of Sciences
1400,Scientific and Technological Research Council of Turkey (TUBITAK)Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK)
1401,Scientific and Technological Research Council of Turkey (TUBITAK)Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK) [109T190]
1402,Scientific and Technological Research Council of Turkey (TUBITAK)Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK) [112T864]
1403,Scientific and Technological Research Council of Turkey (TUBITAK)Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK) [2216]; Turkish Academy of SciencesTurkish Academy of Sciences
1404,"Scientific and Technological Research Council of Turkey (TUBITAK)Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK); Gaziosmanpasa UniversityGaziosmanpasa University; King Fahd University of Petroleum and Minerals, Research Institute, Center for Environment and Water; Turkish Academy of SciencesTurkish Academy of Sciences"
1405,Scientific and Technological Research Council of Turkey (TUBITAK)Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK); Turkish Academy of SciencesTurkish Academy of Sciences
1406,"Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic; Slovak Academy of Sciences [1/0089/20]"
1407,"Scientific Research Deanship, King Khalid University (KKU), Abha-Asir, Kingdom of Saudi Arabia [R.G.P2./82/41]; APC"
1408,"Scientific Research Deanship, King Khalid University (KKU), Abha, Saudi Arabia [R.G.P2./82/41]"
1409,Scientific Research Projects Unit of Tokat Gaziosmanpasa University [2015/124]
1410,"SERB-National Post-doctoral Fellowship (N-PDF), DST, India"
1411,Sichuan 1000 Talent Fund; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [51274170]
1412,"Sichuan 1000 Talent Fund; Youth Scientific and Innovation Research Team for Advanced Surface Functional Materials, Southwest Petroleum University [2018CXTD06]"
1413,"Singapore National Research Foundation, Prime Minister's OfficeSingapore National Research Foundation [R-143-000-A15-281]; National University of SingaporeNational University of Singapore [R-143-000-695-114]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [21672158]; KFUPM-NUS Collaborative Fund [NUS15103, R-143-004-617-597]; China Scholarship Council (CSC)China Scholarship Council"
1414,"Smithsonian Tropical Research Institute, Balboa, Ancon, Panama"
1415,Solar Energy Research Center (SERC-Chile) [CONICYT/FONDAP/15110019]; Advanced Center for Electrical and Electronic Engineering (AC3E)Comision Nacional de Investigacion Cientifica y Tecnologica (CONICYT)CONICYT PIA/BASAL [CONICYT/BASAL/FB0008]
1416,"Spanish Ministry of Economy and Competitiveness (MINECO/FEDER) [CTQ-2015-67366-P, CTQ-2013-42532-P]; Spanish Ministry of Economy and Competitiveness (MINECO/FEDER) (Ramon y Cajal programme); KFUPM-University of Zaragoza; Centre of Research Excellence in Petroleum Refining; KFUPM;  [DGA/FSE-E07]"
1417,"Spanish Ministry of Economy and Competitiveness [CTM2017-83581-R, BES-2015-072506]"
1418,Spanish Ministry of Economy and Competitiveness; DGA/FSE-E07; KFUPM-University of Zaragoza; Centre of Research Excellence in Petroleum Refining KFUPM
1419,Special Research Fund of Ghent University [Bijzonder Onderzoeksfonds (BOF)]: BOF 2014
1420,Sultan Qaboos University; King Fahd University of Petroleum and Minerals
1421,Supercomputing Center of Wuhan University; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [51727901]
1422,Swiss National Science Foundation (SNSF) through the Ambizione Energy project HYPERSwiss National Science Foundation (SNSF) [PZENP2_173641]
1423,"Thermoelectric Group - Deanship of Scientific Research at King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia"
1424,"Tikrit University; Gaziosmanpasa UniversityGaziosmanpasa University; King Fahd University of the Petroleum and Minerals Research Institute, Center for Environment and Water"
1425,"TUBITAK, Government of Turkey, through the 2216 fellowship program; Gaziosmanpasa UniversityGaziosmanpasa University; King Fahd University of Petroleum and Minerals, Research Institute, Center for Environment and Water; Turkish Academy of SciencesTurkish Academy of Sciences"
1426,TUBITAKTurkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK); Turkish Academy of SciencesTurkish Academy of Sciences
1427,Tuscany RegionRegione Toscana; National Research Council (CNR-Italy)Italian National Research Council
1428,United States Education Foundation for Pakistan (USEFP); J. William Fulbright Foreign Scholarship
1429,"Universiti Kebangsaan Malaysia (UKM), Malaysia [ETP-2013-011, DIP-2014-01]"
1430,Universiti Putra Malaysia under the Putra Grant [GP-IPS/2016/9496400]
1431,"Universiti Putra Malaysia; Ministry of Education MalaysiaMinistry of Education, Malaysia; Putra Grant from Research Management Centre (RMC), UPM [GP-IPS/2015/9456300]"
1432,University and Turkish Academy of Sciences; King Fand University of Petroleum & Minerals (KFUPM) [1N131053]
1433,"University Grants Commission, India, under University with Potential for Excellence (UPE) program at University of Mysore, UGC JRFUniversity Grants Commission, India [F.19-1/2013(SA-I)]; Deanship of Scientific Research (DSR) at King Fahd University of Petroleum & Minerals (KFUPM) [DF181021]"
1434,"University of Agriculture, Faisalabad (UAF), Pakistan; King Fahd University of Petroleum and Minerals (KFUPM), Dhahran, Kingdom Saudi Arabia"
1435,"University of Agriculture, Faisalabad (UAF); University of Sargodha (UOS), Sargodha, Pakistan"
1436,University of Dammam
1437,"University of Durham; Charles Wallace Pakistan Trust, UK; Royal Anthropological Institute"
1438,University of Durham; Royal Anthropological Institute; Charles Wallace Pakistan Trust
1439,"University of Engineering and Technology Taxila, Punjab, Pakistan"
1440,"University of Engineering and Technology, Taxila, Pakistan [UET/ASRTD/RG-1001]"
1441,"University of Malaya, MalaysiaUniversiti Malaya; King Fahd University of Petroleum AMP; Minerals, Saudi Arabia; University of Malaya postgraduate research grant [PG065-2016A]"
1442,University of MalayaUniversiti Malaya; King Fahd University of Petroleum Minerals
1443,University of MalayaUniversiti Malaya; King Fand University of Petroleum Minerals
1444,"University of Monastir, Monastir, Tunisia"
1445,University of Sargodha
1446,University of Sharjah [1602040652-P]
1447,University of South Australia; King Fahd University of Petroleum Minerals; Nippon Sheet Glass Foundation (Japan)
